condition,algorithm,ae,wur,coverage,cf_transitions
clean,immediate,0.16912791282803696,0.006216254251239006,0.6666666666666666,0.0
clean,pe_seq,0.39049842295835097,0.44878898436955117,1.0,0.0
clean,cf_only,0.0,0.1753508033522307,1.0,387.0111111111111
clean,full_rfl,0.18648404175078773,0.326583252822055,1.0,92.93333333333334
clean,oracle_upper,0.0,0.1753508033522307,1.0,0.0
symmetric,immediate,0.46315818216682914,0.37524164890142675,0.7333333333333333,0.0
symmetric,pe_seq,0.45559414017350075,0.506032722251999,1.0,0.0
symmetric,cf_only,0.0,0.1753508033522307,1.0,387.0111111111111
symmetric,full_rfl,0.19983293631916632,0.32914846622748867,1.0,91.71111111111111
symmetric,oracle_upper,0.0,0.1753508033522307,1.0,0.0
clean,immediate,0.16866355528000304,0.005603008586792824,0.6666666666666666,0.0
clean,pe_seq,0.38803202911206147,0.4463548131678377,1.0,0.0
clean,cf_only,0.0,0.17516928475098537,1.0,388.4555555555556
clean,full_rfl,0.1869563362145958,0.3262818492313545,1.0,92.65555555555555
clean,oracle_upper,0.0,0.17516928475098537,1.0,0.0
symmetric,immediate,0.495472316902578,0.3434625380336747,0.5888888888888889,0.0
symmetric,pe_seq,0.45171026647643864,0.4956767672952295,1.0,0.0
symmetric,cf_only,0.0,0.17516928475098537,1.0,388.4555555555556
symmetric,full_rfl,0.2007901967151878,0.32753920698343153,1.0,93.25555555555556
symmetric,oracle_upper,0.0,0.17516928475098537,1.0,0.0
clean,immediate,0.1699432379604921,0.007440109465990741,0.6666666666666666,0.0
clean,pe_seq,0.3901205801053856,0.4499413115857378,1.0,0.0
clean,cf_only,0.0,0.17681908328441065,1.0,387.73333333333335
clean,full_rfl,0.18639660144702136,0.3295345914433846,1.0,94.27777777777777
clean,oracle_upper,0.0,0.17681908328441065,1.0,0.0
symmetric,immediate,0.4684150976512213,0.31104510148125836,0.6,0.0
symmetric,pe_seq,0.45915088826627115,0.5033567499153189,1.0,0.0
symmetric,cf_only,0.0,0.17681908328441065,1.0,387.73333333333335
symmetric,full_rfl,0.19643308146750033,0.32443221686339896,1.0,95.35555555555555
symmetric,oracle_upper,0.0,0.17681908328441065,1.0,0.0
clean,immediate,0.1698048315088427,0.007314055413983267,0.6666666666666666,0.0
clean,pe_seq,0.391946990029333,0.45167241674189224,1.0,0.0
clean,cf_only,0.0,0.17660788233071203,1.0,386.02222222222224
clean,full_rfl,0.18575911171677378,0.3254067085272813,1.0,92.28888888888889
clean,oracle_upper,0.0,0.17660788233071203,1.0,0.0
symmetric,immediate,0.533446369234459,0.45205155075925596,0.6666666666666666,0.0
symmetric,pe_seq,0.47959365057591347,0.5184915993360806,1.0,0.0
symmetric,cf_only,0.0,0.17660788233071203,1.0,386.02222222222224
symmetric,full_rfl,0.19525768513310665,0.3246225866610471,1.0,96.35555555555555
symmetric,oracle_upper,0.0,0.17660788233071203,1.0,0.0
clean,immediate,0.16936615024469756,0.006574477892298924,0.6666666666666666,0.0
clean,pe_seq,0.38894643899415626,0.44779710381176063,1.0,0.0
clean,cf_only,0.0,0.17606312270746857,1.0,388.68888888888887
clean,full_rfl,0.18630615830465516,0.3287836852581906,1.0,94.11111111111111
clean,oracle_upper,0.0,0.17606312270746857,1.0,0.0
symmetric,immediate,0.5115243663735612,0.34266260660088743,0.5888888888888889,0.0
symmetric,pe_seq,0.4627102690301688,0.5057162415643138,1.0,0.0
symmetric,cf_only,0.0,0.17606312270746857,1.0,388.68888888888887
symmetric,full_rfl,0.19725991341014387,0.323604371114067,1.0,94.17777777777778
symmetric,oracle_upper,0.0,0.17606312270746857,1.0,0.0
clean,immediate,0.16976073179782955,0.007249640879601543,0.6666666666666666,0.0
clean,pe_seq,0.389447301263556,0.4487857268690397,1.0,0.0
clean,cf_only,0.0,0.1769761153888992,1.0,388.5
clean,full_rfl,0.18652293355620944,0.3290088445531953,1.0,94.64444444444445
clean,oracle_upper,0.0,0.1769761153888992,1.0,0.0
symmetric,immediate,0.4849190613482308,0.3626089947911047,0.6666666666666666,0.0
symmetric,pe_seq,0.47023580449617214,0.5011448968174372,1.0,0.0
symmetric,cf_only,0.0,0.1769761153888992,1.0,388.5
symmetric,full_rfl,0.20030992403976453,0.33401774909508375,1.0,98.45555555555555
symmetric,oracle_upper,0.0,0.1769761153888992,1.0,0.0
clean,immediate,0.16945037148285633,0.006700809749537085,0.6666666666666666,0.0
clean,pe_seq,0.3887026986446891,0.448370419683402,1.0,0.0
